#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All thrones and signs are found in the staticobjects.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Table Description:
#name;static_object_id;posx;posy;posz;hp;physical_defence;magic_defence;unlockable

# Aden - Clan Halls
aden_tower_of_hubris;23180004;113117;15970;4115;113043;15930;3938;113191;16010;4293;187500;476;383;False
aden_tower_of_hubris;23180005;113263;15764;7145;113201;15703;6968;113325;15826;7323;187500;476;383;False
aden_tower_of_hubris;23180006;113367;15868;7145;113305;15806;6968;113429;15930;7323;187500;476;383;False

#Imperial Tomb
#Conquerer
conq_mos;25150011;181195;-85594;-7064;181184;-85775;-7261;181256;-85412;-7005;158250;644;518;False
visc_hall_gate;25150012;182981;-85580;-7067;182970;-85759;-7259;183045;-85399;-7003;158250;644;518;False
count_hall_gate;25150013;184798;-85582;-7064;184787;-85759;-7259;184857;-85401;-7003;158250;644;518;False
marquis_hall_gate;25150014;186575;-85576;-7066;186560;-85758;-7265;186643;-85390;-7009;158250;644;518;False
duke_hall_gate;25150015;188361;-85576;-7066;188344;-85772;-7259;188426;-85383;-7003;158250;644;518;False
imp_grave_gate;25150016;190191;-85576;-7064;190151;-85760;-7265;190232;-85393;-7009;158250;644;518;False

#Ruler
ent_ruler;25150001;179516;-88988;-7068;179505;-89155;-7253;179567;-88805;-6997;158250;644;518;False
vs_hall_2;25150002;181251;-88979;-7069;181240;-89155;-7254;181304;-88804;-6998;158250;644;518;False
ct_ahll_2;25150003;183055;-88979;-7065;183038;-89166;-7261;183120;-88796;-7005;158250;644;518;False
mr_hall_2;25150004;184881;-88969;-7068;184871;-89148;-7243;184946;-88790;-6987;158250;644;518;False
dk_hall_2;25150005;186685;-88965;-7064;186678;-89151;-7261;186742;-88788;-7005;158250;644;518;False
em_grav_2;25150006;188474;-88968;-7066;188463;-89147;-7261;188527;-88793;-7005;158250;644;518;False

# Great Sage Mos
ent_grtsage;25150031;173218;-86614;-7076;173033;-86673;-7268;173400;-86604;-7012;158250;644;518;False
vs_hall_3;25150032;173218;-84780;-7072;173032;-84846;-7268;173404;-84768;-7012;158250;644;518;False
ct_ahll_3;25150033;173214;-82974;-7072;173034;-83033;-7259;173388;-82966;-7003;158250;644;518;False
mr_hall_3;25150034;173212;-81165;-7066;173034;-81221;-7254;173388;-81152;-6998;158250;644;518;False
dk_hall_3;25150035;173208;-79393;-7061;173035;-79450;-7253;173391;-79384;-6997;158250;644;518;False
em_grav_3;25150036;173198;-77563;-7063;173019;-77621;-7253;173369;-77558;-6997;158250;644;518;False

#Judge Mos
ent_judge;25150021;175610;-82701;-7057;175429;-82761;-7251;175790;-82691;-6995;158250;644;518;False
vs_hall_4;25150022;175606;-80956;-7075;175421;-81024;-7260;175805;-80937;-7004;158250;644;518;False
ct_ahll_4;25150023;175602;-79162;-7071;175426;-79217;-7259;175777;-79155;-7003;158250;644;518;False
mr_hall_4;25150024;175602;-77330;-7074;175425;-77387;-7265;175778;-77319;-7009;158250;644;518;False
dk_hall_4;25150025;175597;-75538;-7061;175415;-75595;-7258;175777;-75529;-7002;158250;644;518;False
em_grav_4;25150026;175592;-73721;-7063;175401;-73781;-7257;175767;-73712;-7001;158250;644;518;False

# Goddard - Clan Halls
goddard_clanhall_001;24160001;146438;-55458;-2792;146432;-55506;-2821;146450;-55453;-2371;158250;644;518;False
goddard_clanhall_002;24160002;146449;-55547;-2792;146437;-55552;-2819;146455;-55497;-2369;158250;644;518;False
goddard_clanhall_003;24160003;147071;-56472;-2792;147065;-56500;-2815;147117;-56465;-2365;158250;644;518;False
goddard_clanhall_004;24160004;147151;-56514;-2792;147105;-56522;-2818;147158;-56486;-2368;158250;644;518;False
goddard_clanhall_005;24160005;148262;-56520;-2792;148255;-56529;-2823;148310;-56490;-2373;158250;644;518;False
goddard_clanhall_006;24160006;148342;-56478;-2792;148296;-56508;-2824;148348;-56470;-2374;158250;644;518;False
goddard_clanhall_007;24160007;148971;-55557;-2792;148965;-55561;-2812;148982;-55509;-2362;158250;644;518;False
goddard_clanhall_008;24160008;148982;-55468;-2792;148970;-55520;-2821;148988;-55464;-2371;158250;644;518;False

# Giran - Clan Halls
giran_clanhall_001;22220012;83618;145382;-3360;83614;145280;-3417;83622;145332;-2967;158250;644;518;False
giran_clanhall_002;22220011;83618;145382;-3360;83614;145330;-3417;83623;145383;-2967;158250;644;518;False
giran_clanhall_003;22220009;81831;145267;-3489;81827;145316;-3546;81835;145369;-3096;158250;644;518;False
giran_clanhall_004;22220010;81831;145267;-3489;81828;145265;-3546;81835;145319;-3096;158250;644;518;False
giran_clanhall_005;22220008;78521;148327;-3553;78520;148323;-3614;78572;148331;-3164;158250;644;518;False
giran_clanhall_006;22220007;78521;148327;-3553;78570;148323;-3614;78623;148331;-3164;158250;644;518;False
giran_clanhall_007;22220005;81196;151657;-3490;81192;151605;-3546;81200;151658;-3096;158250;644;518;False
giran_clanhall_008;22220006;81196;151657;-3490;81192;151555;-3546;81200;151607;-3096;158250;644;518;False
giran_clanhall_009;22220003;81873;151842;-3488;81870;151892;-3545;81877;151944;-3095;126600;644;518;False
giran_clanhall_010;22220004;81873;151842;-3488;81870;151842;-3545;81877;151894;-3095;126600;644;518;False

# Forge of the Gods
godad_DCDoor_001;24210004;190918;-115529;-1529;190891;-115626;-1619;190944;-115430;-1363;158250;644;518;False
godad_DCDoor1F_002a;24210005;189480;-108511;-964;189380;-108551;-1056;189579;-108473;-800;158250;644;518;False
godad_DCDoor2F_003a;24210006;191458;-108107;-962;191357;-108153;-1058;191557;-108058;-802;158250;644;518;False

#Border Outpost
borderoutpost_Door_001a;23170001;113931;-17870;-1872;113840;-17920;-2000;114035;-17819;-1762;158250;644;518;False
borderoutpost_Door_002;24170001;157981;-25122;-1196;157859;-25172;-1344;158104;-25069;-1088;158250;644;518;False
