#=====================================================================================================================
#id;location name;count;npc templateid;locx;locy;locz;randomx;randomy;heading (-1 = random);respawn delay
#---------------------------------------------------------------------------------------------------------------------
# MOB Spawns
#---------------------------------------------------------------------------------------------------------------------
#---------------------------------------------------------------------------------------------------------------------
#TI - Dungeon Spawns - fixed spawn locations -------------------------------------------------------------------------
25;TI-Dungeon;1;450;45595;249008;-6360;0;0;-1;60
26;TI-Dungeon;1;95;45670;249316;-6360;0;0;-1;60
27;TI-Dungeon;1;99;44870;248531;-6410;0;0;-1;70
28;TI-Dungeon;1;99;45100;248336;-6410;0;0;-1;75
29;TI-Dungeon;1;99;45231;248493;-6410;0;0;-1;70
30;TI-Dungeon;1;97;43814;248452;-6497;0;0;-1;45
31;TI-Dungeon;1;97;43422;248462;-6497;0;0;-1;50
32;TI-Dungeon;1;99;43602;248207;-6497;0;0;-1;65
33;TI-Dungeon;1;99;43627;248660;-6497;0;0;-1;60
34;TI-Dungeon;1;378;43743;248385;-6497;0;0;-1;45
35;TI-Dungeon;1;378;43460;248592;-6497;0;0;-1;50
36;TI-Dungeon;1;378;23602;248456;-6497;0;0;-1;55
37;TI-Dungeon;1;361;42688;247674;-6461;0;0;-1;45
38;TI-Dungeon;1;361;42859;247683;-6461;0;0;-1;50
39;TI-Dungeon;1;362;43035;247679;-6461;0;0;-1;70
40;TI-Dungeon;1;362;43030;247415;-6461;0;0;-1;75
41;TI-Dungeon;1;92;42691;247383;-6461;0;0;-1;55
42;TI-Dungeon;1;92;42659;247051;-6461;0;0;-1;60
43;TI-Dungeon;1;99;42998;247037;-6461;0;0;-1;55
44;TI-Dungeon;1;99;42882;247117;-6461;0;0;-1;50
45;TI-Dungeon;1;102;43230;246686;-6461;0;0;-1;45
46;TI-Dungeon;1;102;41712;247329;-6461;0;0;-1;50
47;TI-Dungeon;1;99;41489;246127;-6461;0;0;-1;45
48;TI-Dungeon;1;99;41843;246042;-6461;0;0;-1;50
49;TI-Dungeon;1;99;41857;246262;-6461;0;0;-1;55
50;TI-Dungeon;1;102;41860;246613;-6461;0;0;-1;55
51;TI-Dungeon;1;102;41529;246693;-6461;0;0;-1;60
52;TI-Dungeon;1;378;41636;246377;-6461;0;0;-1;60
53;TI-Dungeon;1;378;41695;246656;-6461;0;0;-1;65
54;TI-Dungeon;1;378;41626;246178;-6461;0;0;-1;70
55;TI-Dungeon;1;102;41826;245360;-6461;0;0;-1;65
56;TI-Dungeon;1;361;42557;245194;-6461;0;0;-1;55
57;TI-Dungeon;1;361;42815;245189;-6461;0;0;-1;60
58;TI-Dungeon;1;362;43210;245209;-6461;0;0;-1;70
59;TI-Dungeon;1;362;43249;245504;-6461;0;0;-1;65
60;TI-Dungeon;1;92;42544;245551;-6461;0;0;-1;65
61;TI-Dungeon;1;99;42861;245354;-6461;0;0;-1;60
62;TI-Dungeon;1;99;42886;245551;-6461;0;0;-1;65
63;TI-Dungeon;1;102;43136;246182;-6461;0;0;-1;70
64;TI-Dungeon;1;97;43670;245484;-6462;0;0;-1;55
65;TI-Dungeon;1;97;43578;245515;-6462;0;0;-1;60
66;TI-Dungeon;1;461;43643;244510;-6497;0;0;-1;45
67;TI-Dungeon;1;461;43431;244377;-6497;0;0;-1;50
68;TI-Dungeon;1;99;43815;244350;-6497;0;0;-1;70
69;TI-Dungeon;1;99;43620;244170;-6497;0;0;-1;75
70;TI-Dungeon;1;99;43623;244305;-6497;0;0;-1;70
71;TI-Dungeon;1;100;43795;244502;-6497;0;0;-1;45
72;TI-Dungeon;1;100;43400;244250;-6497;0;0;-1;50
73;TI-Dungeon;1;99;45858;244314;-6512;0;0;-1;65
74;TI-Dungeon;1;99;45754;244441;-6512;0;0;-1;60
75;TI-Dungeon;1;100;44900;243801;-6512;0;0;-1;55
76;TI-Dungeon;1;461;44919;242934;-6462;0;0;-1;55
77;TI-Dungeon;1;461;45262;242921;-6462;0;0;-1;60
78;TI-Dungeon;1;102;45680;242905;-6462;0;0;-1;75
79;TI-Dungeon;1;102;45949;243003;-6462;0;0;-1;70
80;TI-Dungeon;1;378;45872;243324;-6462;0;0;-1;75
81;TI-Dungeon;1;378;45567;243333;-6462;0;0;-1;70
82;TI-Dungeon;1;378;43370;243131;-6462;0;0;-1;65
83;TI-Dungeon;1;22;45119;243136;-6462;0;0;-1;45
84;TI-Dungeon;1;22;44829;243094;-6462;0;0;-1;50
85;TI-Dungeon;1;22;45955;243088;-6462;0;0;-1;55
86;TI-Dungeon;1;461;46596;243317;-6562;0;0;-1;65
87;TI-Dungeon;1;461;46557;242956;-6562;0;0;-1;70
88;TI-Dungeon;1;378;46944;242903;-6562;0;0;-1;60
89;TI-Dungeon;1;378;46840;243190;-6562;0;0;-1;55
90;TI-Dungeon;1;378;47053;243279;-6562;0;0;-1;50
91;TI-Dungeon;1;22;47314;243383;-6562;0;0;-1;60
92;TI-Dungeon;1;22;47310;243134;-6562;0;0;-1;65
93;TI-Dungeon;1;22;47522;242811;-6562;0;0;-1;70
94;TI-Dungeon;1;104;47502;243118;-6562;0;0;-1;45
95;TI-Dungeon;1;104;47502;243373;-6562;0;0;-1;50
96;TI-Dungeon;1;100;47866;244178;-6562;0;0;-1;60
97;TI-Dungeon;1;102;47844;244490;-6562;0;0;-1;65
98;TI-Dungeon;1;104;48158;244531;-6562;0;0;-1;55
99;TI-Dungeon;1;104;48190;244233;-6562;0;0;-1;60
100;TI-Dungeon;1;117;47966;243410;-6612;0;0;-1;45
101;TI-Dungeon;1;118;48079;243387;-6612;0;0;-1;45
102;TI-Dungeon;1;97;44388;245923;-6461;0;0;-1;65
103;TI-Dungeon;1;97;44071;245891;-6461;0;0;-1;70
104;TI-Dungeon;1;361;44203;245586;-6461;0;0;-1;65
105;TI-Dungeon;1;362;44376;245541;-6461;0;0;-1;60
106;TI-Dungeon;1;378;44354;245257;-6461;0;0;-1;45
107;TI-Dungeon;1;378;44085;245233;-6461;0;0;-1;50
108;TI-Dungeon;1;362;44258;246515;-6511;0;0;-1;55
109;TI-Dungeon;1;362;44301;246651;-6511;0;0;-1;50
110;TI-Dungeon;1;362;44141;246580;-6511;0;0;-1;45
111;TI-Dungeon;1;92;44643;245271;-6414;0;0;-1;70
112;TI-Dungeon;1;92;44767;245352;-6414;0;0;-1;75
113;TI-Dungeon;1;92;44681;247813;-6414;0;0;-1;70
114;TI-Dungeon;1;92;44771;247741;-6414;0;0;-1;65
115;TI-Dungeon;1;404;45120;246588;-6611;0;0;-1;45
116;TI-Dungeon;1;404;45107;246162;-6611;0;0;-1;50
117;TI-Dungeon;1;404;45107;245795;-6611;0;0;-1;55
118;TI-Dungeon;1;404;45465;245789;-6611;0;0;-1;60
119;TI-Dungeon;1;104;45650;246220;-6611;0;0;-1;65
120;TI-Dungeon;1;104;45624;246668;-6611;0;0;-1;70
121;TI-Dungeon;1;104;45630;247233;-6611;0;0;-1;75
122;TI-Dungeon;1;22;45979;247330;-6611;0;0;-1;75
123;TI-Dungeon;1;22;46036;247019;-6611;0;0;-1;70
124;TI-Dungeon;1;22;46038;246743;-6611;0;0;-1;65
125;TI-Dungeon;1;107;46037;246462;-6611;0;0;-1;45
126;TI-Dungeon;1;107;46035;246171;-6611;0;0;-1;50
127;TI-Dungeon;1;107;46035;245856;-6611;0;0;-1;55
128;TI-Dungeon;1;107;45882;246131;-6611;0;0;-1;60
129;TI-Dungeon;1;462;45891;246658;-6611;0;0;-1;45
130;TI-Dungeon;1;462;45361;246998;-6611;0;0;-1;50
131;TI-Dungeon;1;462;45484;246636;-6611;0;0;-1;55
132;TI-Dungeon;1;107;46825;247301;-6661;0;0;-1;65
133;TI-Dungeon;1;107;46778;247507;-6661;0;0;-1;70
134;TI-Dungeon;1;378;47059;247519;-6661;0;0;-1;55
135;TI-Dungeon;1;378;47149;247328;-6661;0;0;-1;60
136;TI-Dungeon;1;118;46885;246861;-6661;0;0;-1;50
137;TI-Dungeon;1;118;46881;246595;-6661;0;0;-1;55
138;TI-Dungeon;1;451;46953;246314;-6661;0;0;-1;45
139;TI-Dungeon;1;451;47131;246351;-6661;0;0;-1;50
140;TI-Dungeon;1;451;47165;246744;-6661;0;0;-1;55
141;TI-Dungeon;1;109;47847;246175;-6661;0;0;-1;60
142;TI-Dungeon;1;109;47823;245923;-6661;0;0;-1;60
143;TI-Dungeon;1;109;47818;245633;-6661;0;0;-1;60
144;TI-Dungeon;1;110;48105;245624;-6661;0;0;-1;60
145;TI-Dungeon;1;110;48128;245915;-6661;0;0;-1;60
146;TI-Dungeon;1;110;48128;246148;-6661;0;0;-1;60
147;TI-Dungeon;1;118;47166;245716;-6661;0;0;-1;60
148;TI-Dungeon;1;404;46848;245793;-6661;0;0;-1;65
149;TI-Dungeon;1;404;46794;245318;-6661;0;0;-1;70
150;TI-Dungeon;1;118;47119;245155;-6661;0;0;-1;65
151;TI-Dungeon;1;404;47006;245399;-6661;0;0;-1;75
#---------------------------------------------------------------------------------------------------------------------
#Elven Cave - Fixed Spawns -------------------------------------------------------------------------------------------
151;Elven-Cave;1;372;25571;75159;-4095;0;0;-1;75
152;Elven-Cave;1;372;25165;75156;-4095;0;0;-1;70
153;Elven-Cave;1;372;24795;75156;-4095;0;0;-1;65
154;Elven-Cave;1;373;24798;74776;-4095;0;0;-1;45
155;Elven-Cave;1;373;25146;74765;-4095;0;0;-1;50
156;Elven-Cave;1;373;25541;74750;-4095;0;0;-1;55
157;Elven-Cave;1;464;24040;76070;-4095;0;0;-1;45
158;Elven-Cave;1;464;23969;76829;-4095;0;0;-1;50
159;Elven-Cave;1;464;23983;77538;-4095;0;0;-1;55
160;Elven-Cave;1;463;24346;77577;-4095;0;0;-1;45
161;Elven-Cave;1;463;24383;76887;-4095;0;0;-1;50
162;Elven-Cave;1;463;24339;76348;-4095;0;0;-1;55
163;Elven-Cave;1;504;24233;76743;-4095;0;0;-1;45
164;Elven-Cave;1;504;24101;76776;-4095;0;0;-1;50
165;Elven-Cave;1;372;25457;75934;-4095;0;0;-1;60
166;Elven-Cave;1;372;25532;76158;-4095;0;0;-1;55
167;Elven-Cave;1;373;25156;76977;-4095;0;0;-1;60
168;Elven-Cave;1;373;25013;76096;-4095;0;0;-1;65
169;Elven-Cave;1;372;25110;78300;-4095;0;0;-1;50
170;Elven-Cave;1;372;25444;78313;-4095;0;0;-1;45
171;Elven-Cave;1;373;25521;78104;-4095;0;0;-1;70
172;Elven-Cave;1;373;25180;78059;-4095;0;0;-1;75
173;Elven-Cave;1;372;22610;76139;-4095;0;0;-1;50
174;Elven-Cave;1;372;22702;78313;-4095;0;0;-1;55
175;Elven-Cave;1;373;25521;78104;-4095;0;0;-1;70
176;Elven-Cave;1;373;25180;78059;-4095;0;0;-1;65
177;Elven-Cave;1;372;22888;77931;-4095;0;0;-1;60
178;Elven-Cave;1;372;22825;77736;-4095;0;0;-1;65
179;Elven-Cave;1;373;23096;77713;-4095;0;0;-1;60
180;Elven-Cave;1;373;23213;77891;-4095;0;0;-1;55
181;Elven-Cave;1;504;24054;79014;-4095;0;0;-1;55
182;Elven-Cave;1;504;24297;78983;-4095;0;0;-1;60
183;Elven-Cave;1;504;24339;79174;-4095;0;0;-1;65
184;Elven-Cave;1;504;24040;79214;-4095;0;0;-1;70
185;Elven-Cave;1;464;23854;80735;-4095;0;0;-1;60
186;Elven-Cave;1;464;24380;80726;-4095;0;0;-1;65
187;Elven-Cave;1;464;24589;81075;-4095;0;0;-1;70
188;Elven-Cave;1;463;24314;81083;-4095;0;0;-1;60
189;Elven-Cave;1;463;24100;81070;-4095;0;0;-1;65
190;Elven-Cave;1;504;23868;80944;-4095;0;0;-1;75
191;Elven-Cave;1;504;24270;80858;-4095;0;0;-1;70
192;Elven-Cave;1;464;25776;81512;-4095;0;0;-1;75
193;Elven-Cave;1;464;25697;81744;-4095;0;0;-1;70
194;Elven-Cave;1;463;25383;81736;-4095;0;0;-1;70
195;Elven-Cave;1;463;25312;81550;-4095;0;0;-1;75
196;Elven-Cave;1;372;21960;79096;-4095;0;0;-1;70
197;Elven-Cave;1;372;22093;79248;-4095;0;0;-1;75
198;Elven-Cave;1;372;22561;79277;-4095;0;0;-1;70
199;Elven-Cave;1;464;22599;78896;-4095;0;0;-1;65
200;Elven-Cave;1;464;22648;79086;-4095;0;0;-1;60
201;Elven-Cave;1;463;22292;79098;-4095;0;0;-1;70
202;Elven-Cave;1;463;22118;78897;-4095;0;0;-1;65
203;Elven-Cave;1;504;22423;80749;-4095;0;0;-1;65
204;Elven-Cave;1;504;22409;80985;-4095;0;0;-1;60
205;Elven-Cave;1;504;22204;81005;-4095;0;0;-1;55
206;Elven-Cave;1;504;22195;80727;-4095;0;0;-1;50
207;Elven-Cave;1;372;21424;81351;-4095;0;0;-1;65
208;Elven-Cave;1;372;21427;81097;-4095;0;0;-1;60
209;Elven-Cave;1;372;21429;80917;-4095;0;0;-1;55
210;Elven-Cave;1;464;21429;80637;-4095;0;0;-1;55
211;Elven-Cave;1;464;21406;80274;-4095;0;0;-1;50
212;Elven-Cave;1;464;21090;80332;-4095;0;0;-1;45
213;Elven-Cave;1;463;21077;80654;-4095;0;0;-1;60
214;Elven-Cave;1;463;21079;81004;-4095;0;0;-1;55
215;Elven-Cave;1;463;21064;81341;-4095;0;0;-1;50
216;Elven-Cave;1;504;20425;79608;-4095;0;0;-1;45
217;Elven-Cave;1;504;20411;79395;-4095;0;0;-1;50
218;Elven-Cave;1;504;20779;79360;-4095;0;0;-1;55
219;Elven-Cave;1;504;20852;79544;-4095;0;0;-1;60
220;Elven-Cave;1;371;21045;77159;-4287;0;0;-1;45
221;Elven-Cave;1;371;21205;77152;-4287;0;0;-1;50
222;Elven-Cave;1;371;21389;77162;-4287;0;0;-1;55
223;Elven-Cave;1;371;21022;76809;-4287;0;0;-1;60
224;Elven-Cave;1;371;21202;76756;-4287;0;0;-1;65
225;Elven-Cave;1;371;21430;76803;-4287;0;0;-1;70
226;Elven-Cave;1;371;21238;76952;-4287;0;0;-1;75
227;Elven-Cave;1;504;19487;76636;-4383;0;0;-1;65
228;Elven-Cave;1;371;19506;76999;-4383;0;0;-1;70
229;Elven-Cave;1;504;19533;77350;-4383;0;0;-1;70
230;Elven-Cave;1;504;19326;77195;-4415;0;0;-1;75
231;Elven-Cave;1;371;19315;76854;-4415;0;0;-1;65
232;Elven-Cave;1;504;19023;76809;-4415;0;0;-1;70
233;Elven-Cave;1;371;18998;77184;-4415;0;0;-1;60
234;Elven-Cave;1;371;18805;77333;-4383;0;0;-1;55
235;Elven-Cave;1;504;18762;76970;-4383;0;0;-1;65
236;Elven-Cave;1;371;18770;76611;-4383;0;0;-1;50
237;Elven-Cave;1;33;20390;75832;-4383;0;0;-1;45
238;Elven-Cave;1;33;20184;75744;-4383;0;0;-1;50
239;Elven-Cave;1;33;20379;76125;-4383;0;0;-1;55
240;Elven-Cave;1;33;20221;76146;-4383;0;0;-1;60
241;Elven-Cave;1;33;18844;75553;-4383;0;0;-1;65
242;Elven-Cave;1;33;18913;75801;-4383;0;0;-1;70
243;Elven-Cave;1;33;18496;75603;-4383;0;0;-1;75
244;Elven-Cave;1;33;18378;75771;-4383;0;0;-1;70
245;Elven-Cave;1;345;19557;78764;-4383;0;0;-1;45
246;Elven-Cave;1;345;19579;79209;-4383;0;0;-1;50
247;Elven-Cave;1;504;19598;79770;-4383;0;0;-1;60
248;Elven-Cave;1;504;19192;79305;-4351;0;0;-1;55
249;Elven-Cave;1;345;19249;78797;-4351;0;0;-1;55
250;Elven-Cave;1;504;18909;78764;-4383;0;0;-1;50
251;Elven-Cave;1;345;18898;79353;-4383;0;0;-1;60
252;Elven-Cave;1;504;18935;79851;-4383;0;0;-1;45
253;Elven-Cave;1;345;19206;79854;-4351;0;0;-1;65
254;Elven-Cave;1;504;19114;79551;-4351;0;0;-1;50
255;Elven-Cave;1;371;18369;81434;-4383;0;0;-1;45
256;Elven-Cave;1;33;18071;81439;-4383;0;0;-1;65
257;Elven-Cave;1;371;17552;81444;-4383;0;0;-1;50
258;Elven-Cave;1;371;17467;80783;-4383;0;0;-1;55
259;Elven-Cave;1;33;17964;80777;-4383;0;0;-1;60
260;Elven-Cave;1;33;18385;80748;-4383;0;0;-1;55
261;Elven-Cave;1;371;18465;81117;-4351;0;0;-1;60
262;Elven-Cave;1;33;18216;81117;-4351;0;0;-1;50
263;Elven-Cave;1;371;17876;81118;-4351;0;0;-1;65
264;Elven-Cave;1;33;17453;81125;-4351;0;0;-1;45
265;Elven-Cave;1;345;18743;82108;-4383;0;0;-1;70
266;Elven-Cave;1;345;18738;81867;-4383;0;0;-1;75
267;Elven-Cave;1;345;18409;81867;-4383;0;0;-1;70
268;Elven-Cave;1;345;18377;82085;-4383;0;0;-1;65
269;Elven-Cave;1;345;17034;76709;-4383;0;0;-1;60
270;Elven-Cave;1;504;17071;77205;-4383;0;0;-1;55
271;Elven-Cave;1;345;16516;77382;-4415;0;0;-1;55
272;Elven-Cave;1;345;16408;77071;-4415;0;0;-1;50
273;Elven-Cave;1;504;16494;76834;-4415;0;0;-1;60
274;Elven-Cave;1;504;16335;76646;-4415;0;0;-1;65
275;Elven-Cave;1;345;15926;76640;-4383;0;0;-1;45
276;Elven-Cave;1;345;15978;76935;-4383;0;0;-1;50
277;Elven-Cave;1;504;15843;77263;-4383;0;0;-1;70
278;Elven-Cave;1;504;16939;76987;-4383;0;0;-1;75
279;Elven-Cave;1;371;15581;75996;-4415;0;0;-1;70
280;Elven-Cave;1;371;15572;76201;-4415;0;0;-1;75
281;Elven-Cave;1;371;15959;76228;-4415;0;0;-1;70
282;Elven-Cave;1;371;15934;76036;-4415;0;0;-1;65
283;Elven-Cave;1;371;16913;78611;-4415;0;0;-1;60
284;Elven-Cave;1;33;16913;78862;-4415;0;0;-1;50
285;Elven-Cave;1;33;16922;79297;-4415;0;0;-1;55
286;Elven-Cave;1;345;16921;79546;-4415;0;0;-1;55
287;Elven-Cave;1;371;16673;79611;-4415;0;0;-1;55
288;Elven-Cave;1;33;16650;79287;-4415;0;0;-1;60
289;Elven-Cave;1;345;16633;78947;-4415;0;0;-1;60
290;Elven-Cave;1;371;16618;78687;-4415;0;0;-1;50
291;Elven-Cave;1;345;16409;78572;-4415;0;0;-1;65
292;Elven-Cave;1;345;16338;78712;-4415;0;0;-1;70
293;Elven-Cave;1;371;16331;79415;-4415;0;0;-1;45
294;Elven-Cave;1;33;16345;79649;-4415;0;0;-1;65
295;Elven-Cave;1;40;15239;80411;-4095;0;0;-1;45
296;Elven-Cave;1;47;15253;80661;-4095;0;0;-1;45
297;Elven-Cave;1;40;15253;81047;-4095;0;0;-1;50
298;Elven-Cave;1;40;15252;81431;-4095;0;0;-1;55
299;Elven-Cave;1;47;14822;81465;-4095;0;0;-1;50
300;Elven-Cave;1;47;14808;81213;-4095;0;0;-1;55
301;Elven-Cave;1;40;14799;80928;-4095;0;0;-1;60
302;Elven-Cave;1;47;14789;80589;-4095;0;0;-1;60
303;Elven-Cave;1;40;13927;77071;-4127;0;0;-1;65
304;Elven-Cave;1;40;13916;76248;-4127;0;0;-1;70
305;Elven-Cave;1;47;13801;76481;-4127;0;0;-1;65
306;Elven-Cave;1;47;13794;76832;-4127;0;0;-1;70
307;Elven-Cave;1;40;13680;76686;-4127;0;0;-1;75
308;Elven-Cave;1;345;13026;76226;-4223;0;0;-1;75
309;Elven-Cave;1;345;12988;77100;-4223;0;0;-1;70
310;Elven-Cave;1;345;12731;76726;-4271;0;0;-1;65
311;Elven-Cave;1;345;12947;76693;-4271;0;0;-1;60
312;Elven-Cave;1;345;13153;76665;-4271;0;0;-1;55
313;Elven-Cave;1;345;13353;76583;-4271;0;0;-1;50
314;Elven-Cave;1;345;13370;76748;-4271;0;0;-1;45
315;Elven-Cave;1;351;12296;76360;-4175;0;0;-1;45
316;Elven-Cave;1;351;12299;76663;-4175;0;0;-1;50
317;Elven-Cave;1;351;12305;77083;-4175;0;0;-1;55
318;Elven-Cave;1;351;11923;77034;-4175;0;0;-1;60
319;Elven-Cave;1;351;11899;76722;-4175;0;0;-1;65
320;Elven-Cave;1;351;11879;76400;-4175;0;0;-1;70
321;Elven-Cave;1;33;13002;75672;-4175;0;0;-1;70
322;Elven-Cave;1;33;12576;75658;-4175;0;0;-1;75
323;Elven-Cave;1;47;12514;75357;-4175;0;0;-1;75
324;Elven-Cave;1;47;12896;75285;-4175;0;0;-1;70
325;Elven-Cave;1;371;12839;77932;-4175;0;0;-1;50
326;Elven-Cave;1;371;12521;77938;-4175;0;0;-1;55
327;Elven-Cave;1;40;12444;77733;-4175;0;0;-1;70
328;Elven-Cave;1;40;12776;77695;-4175;0;0;-1;65
329;Elven-Cave;1;40;10769;80209;-4079;0;0;-1;60
330;Elven-Cave;1;47;13094;80120;-4079;0;0;-1;65
331;Elven-Cave;1;40;13237;80280;-4079;0;0;-1;55
332;Elven-Cave;1;40;13609;80163;-4079;0;0;-1;50
333;Elven-Cave;1;47;13925;80223;-4079;0;0;-1;60
334;Elven-Cave;1;351;12077;80871;-4079;0;0;-1;75
335;Elven-Cave;1;351;12089;81070;-4079;0;0;-1;70
336;Elven-Cave;1;351;11849;81088;-4079;0;0;-1;65
337;Elven-Cave;1;351;11783;80893;-4079;0;0;-1;60
338;Elven-Cave;1;351;13677;79093;-4095;0;0;-1;55
339;Elven-Cave;1;40;13708;78748;-4095;0;0;-1;45
340;Elven-Cave;1;47;13697;78264;-4095;0;0;-1;55
341;Elven-Cave;1;351;13731;77775;-4095;0;0;-1;50
342;Elven-Cave;1;40;13502;77708;-4095;0;0;-1;50
343;Elven-Cave;1;351;13367;77978;-4095;0;0;-1;45
344;Elven-Cave;1;47;13375;78256;-4095;0;0;-1;50
345;Elven-Cave;1;40;13348;78456;-4095;0;0;-1;55
346;Elven-Cave;1;40;13391;78752;-4095;0;0;-1;60
347;Elven-Cave;1;47;13365;79049;-4095;0;0;-1;45
348;Elven-Cave;1;47;11029;78513;-3839;0;0;-1;50
349;Elven-Cave;1;47;11025;78380;-3839;0;0;-1;55
350;Elven-Cave;1;47;11079;77907;-3839;0;0;-1;60
351;Elven-Cave;1;47;11063;77532;-3839;0;0;-1;65
352;Elven-Cave;1;47;11052;78856;-3839;0;0;-1;70
353;Elven-Cave;1;47;11079;79262;-3839;0;0;-1;75
354;Elven-Cave;1;353;10888;81836;-3839;0;0;-1;45
355;Elven-Cave;1;353;10886;82143;-3839;0;0;-1;50
356;Elven-Cave;1;351;10509;82220;-3839;0;0;-1;50
357;Elven-Cave;1;351;10442;81899;-3839;0;0;-1;55
358;Elven-Cave;1;353;10502;75082;-3839;0;0;-1;55
359;Elven-Cave;1;353;10489;74720;-3839;0;0;-1;60
360;Elven-Cave;1;351;10835;74630;-3839;0;0;-1;60
361;Elven-Cave;1;351;10892;74992;-3839;0;0;-1;65
362;Elven-Cave;1;353;9418;77134;-3807;0;0;-1;65
363;Elven-Cave;1;353;9434;76860;-3807;0;0;-1;70
364;Elven-Cave;1;352;9784;76775;-3807;0;0;-1;45
365;Elven-Cave;1;352;9865;77108;-3807;0;0;-1;50
366;Elven-Cave;1;353;9847;79669;-3807;0;0;-1;75
367;Elven-Cave;1;353;9842;80048;-3807;0;0;-1;70
368;Elven-Cave;1;352;9511;80087;-3807;0;0;-1;55
369;Elven-Cave;1;352;9442;79732;-3807;0;0;-1;60
370;Elven-Cave;1;492;10109;78151;-3839;0;0;-1;45
371;Elven-Cave;1;492;10109;78280;-3839;0;0;-1;50
372;Elven-Cave;1;492;10109;78437;-3839;0;0;-1;55
373;Elven-Cave;1;492;10109;78585;-3839;0;0;-1;60
374;Elven-Cave;1;492;9650;78739;-3807;0;0;-1;65
375;Elven-Cave;1;492;9644;78606;-3807;0;0;-1;70
376;Elven-Cave;1;492;9640;78293;-3807;0;0;-1;75
377;Elven-Cave;1;492;9640;78191;-3807;0;0;-1;70
378;Elven-Cave;1;492;8951;78616;-3727;0;0;-1;65
379;Elven-Cave;1;492;8956;78301;-3727;0;0;-1;60
380;Elven-Cave;1;5021;8838;78439;-3726;0;0;-1;45
#---------------------------------------------------------------------------------------------------------------------
#Cave of Trial Spawns - fixed spawn locations. BY OldNewb ------------------------------------------------------------
381;CaveofTrials;1;415;16604;-112688;-3190;0;0;-1;45
382;CaveofTrials;1;416;16626;-112859;-3190;0;0;-1;45
383;CaveofTrials;1;416;16794;-112796;-3190;0;0;-1;50
384;CaveofTrials;1;415;16014;-112511;-3142;0;0;-1;50
385;CaveofTrials;1;415;16032;-112225;-3142;0;0;-1;55
386;CaveofTrials;1;416;16395;-112221;-3142;0;0;-1;55
387;CaveofTrials;1;415;16999;-111884;-3132;0;0;-1;60
388;CaveofTrials;1;415;17193;-112026;-3139;0;0;-1;65
389;CaveofTrials;1;415;16997;-112248;-3142;0;0;-1;70
390;CaveofTrials;1;416;17241;-112310;-3142;0;0;-1;60
391;CaveofTrials;1;416;17382;-112563;-3142;0;0;-1;65
392;CaveofTrials;1;340;16784;-112209;-3142;0;0;-1;15
393;CaveofTrials;1;340;16768;-111881;-3141;0;0;-1;20
394;CaveofTrials;1;429;19647;-113448;-3232;0;0;-1;15
395;CaveofTrials;1;427;19851;-113100;-3232;0;0;-1;15
396;CaveofTrials;1;427;19945;-112662;-3232;0;0;-1;20
397;CaveofTrials;1;427;19923;-112155;-3232;0;0;-1;25
398;CaveofTrials;1;427;19808;-111644;-3219;0;0;-1;30
399;CaveofTrials;1;340;19349;-111257;-3232;0;0;-1;25
400;CaveofTrials;1;340;19058;-111403;-3232;0;0;-1;30
401;CaveofTrials;1;340;18325;-112335;-3232;0;0;-1;35
402;CaveofTrials;1;340;18592;-113138;-3215;0;0;-1;40
403;CaveofTrials;1;340;19010;-113456;-3232;0;0;-1;45
404;CaveofTrials;1;341;18661;-113044;-3232;0;0;-1;15
