#-- By CoolMoon ---------------------------------------------
#id;name;level;sex;type;attackrange;hp;mp;exp;sp;patk;pdef;matk;mdef;atkspd;aggro;matkspd;rhand;lhand;armor;walkspd;runspd
#------------------------------------------------------------
# Monsters
#------------------------------------------------------------
22;thrill_sucker;14;male;Monster;36;726;106;823;32;35;73;12;59;253;1;333;946;945;0;60;140
23;black_leopard;15;female;Monster;36;389;112;441;18;39;76;14;62;253;0;333;0;0;0;50;110
24;langk_lizardman_warrior;17;male;Monster;36;445;125;499;21;48;83;17;67;253;1;333;16;0;0;52;130
25;lesser_dark_horror;15;male;Monster;36;402;112;441;18;37;78;14;62;253;1;333;0;0;0;100;100
26;ruin_zombie;15;male;Monster;36;389;112;441;18;39;76;14;62;253;0;333;0;0;0;50;110
27;langk_lizardman_scout;16;male;Monster;36;416;118;471;19;44;79;15;64;253;0;333;16;0;0;43;130
28;pinrul_roader;16;male;Monster;36;416;118;471;19;44;79;15;64;253;0;333;0;0;0;72;130
29;ruin_zombie_leader;16;male;Monster;36;416;118;471;19;40;87;15;64;253;0;333;0;0;0;50;110
30;langk_lizardman;15;male;Monster;36;402;112;441;18;37;78;14;62;253;0;333;1;0;0;43;130
31;onyx_beast;17;female;Monster;36;445;125;499;21;48;83;17;67;253;0;333;0;0;0;30;120
32;pinrul;17;male;Monster;36;445;125;499;21;48;83;17;67;253;0;333;0;0;0;72;130
33;shade_horror;17;male;Monster;36;445;125;499;21;48;83;17;67;253;0;333;0;0;0;100;100
34;stopper;17;male;Monster;36;445;125;499;21;48;83;17;67;253;1;333;0;0;0;72;130
35;tracker_skeleton;17;male;Monster;36;445;125;499;21;48;83;17;67;253;0;333;946;945;0;0;0
36;lirein;18;male;Monster;36;475;131;528;23;52;87;19;70;253;1;333;0;0;0;60;60
37;mana_vampire;18;male;Monster;36;950;131;1056;46;47;95;19;70;253;0;333;0;0;0;50;110
38;poison_spider;18;male;Monster;36;475;131;528;23;52;87;19;70;253;0;333;0;0;0;120;140
39;scavenger_wererat;18;male;Monster;36;475;131;528;23;46;87;19;70;289;0;333;12;0;0;80;120
40;sukar_wererat;18;male;Monster;36;475;131;528;23;46;87;19;70;289;0;333;216;0;0;80;120
41;tainted_zombie;18;male;Monster;36;475;131;528;23;47;95;19;70;253;1;333;0;0;0;15;15
42;tracker_skeleton_leader;18;male;Monster;36;475;131;528;23;52;87;19;70;253;1;333;946;945;0;50;110
43;bind_poison_spider;19;male;Monster;36;507;137;559;25;51;99;21;73;253;1;333;0;0;0;120;140
44;lirein_ribe;19;male;Monster;36;507;137;559;25;58;90;21;73;253;1;333;0;0;0;60;60
45;scout_skeleton;19;male;Monster;500;507;137;559;25;117;99;21;73;227;0;333;0;0;0;92;140
46;stink_zombie;19;male;Monster;36;507;137;559;25;51;99;21;73;253;1;333;0;0;0;15;15
47;sukar_wererat_leader;19;male;Monster;36;507;137;559;25;45;99;21;73;289;1;333;216;0;0;80;120
48;least_succubus;20;male;Monster;36;557;144;588;26;58;97;23;76;253;1;333;0;0;0;60;100
49;lycanthrope;20;male;Monster;36;539;144;588;26;62;94;23;76;253;1;333;0;0;0;0;0
50;poison_predator;20;male;Monster;36;539;144;588;26;62;94;23;76;253;1;333;0;0;0;120;140
51;sniper_skeleton;20;male;Monster;500;539;144;588;26;128;104;23;76;227;0;333;275;0;0;92;140
52;least_succubus_turen;21;female;Monster;36;574;154;630;29;68;98;25;80;253;1;333;0;0;0;60;100
53;ol_mahum_patrol;21;male;Monster;500;1185;154;1261;58;143;101;25;80;227;0;333;14;0;0;50;110
54;ruin_spartoi;21;male;Monster;36;574;154;630;29;62;108;25;80;253;0;333;73;0;0;60;140
55;seer;21;male;Monster;36;574;154;630;29;62;108;25;80;253;0;333;0;0;0;90;90
56;dre_vanul_disposer;22;male;Monster;36;1219;164;1355;64;74;102;28;83;253;1;333;0;0;0;50;110
57;least_succubus_tilfo;22;female;Monster;36;610;164;677;32;74;102;28;83;253;1;333;0;0;0;60;100
58;ol_mahum_guard;22;male;Monster;36;610;164;677;32;74;102;28;83;253;0;333;2;0;0;50;110
59;patoller;22;male;Monster;36;610;164;677;32;74;102;28;83;253;0;333;0;0;0;90;90
60;raging_spartoi;22;male;Monster;36;671;164;677;32;67;102;28;83;253;1;333;946;945;0;60;140
61;ol_mahum_remnants;23;male;Monster;36;668;174;724;35;76;110;31;87;253;1;333;2;0;0;50;110
62;tumran_bugbear;23;male;Monster;36;712;174;724;35;73;107;31;87;253;0;333;156;0;0;55;130
63;ol_mahum_shooter;24;male;Monster;500;708;184;771;38;187;115;34;90;227;0;333;14;0;0;50;110
64;tumran_bugbear_warrior;24;male;Monster;36;686;184;771;38;89;111;34;90;253;1;333;88;0;0;55;130
65;ol_mahum_scout;25;male;Monster;36;799;194;818;41;87;116;37;94;253;0;333;2;0;0;50;110
66;ol_mahum_captain;25;male;Monster;36;726;194;818;41;97;116;37;94;253;1;333;69;0;0;50;110
67;viewer;25;male;Monster;36;799;194;818;41;87;116;37;94;253;0;333;0;0;0;90;90
68;beamer;26;male;Monster;36;845;205;872;44;95;120;41;98;253;1;333;0;0;0;90;90
69;selu_lizardman_scout;26;male;Monster;36;768;205;872;44;95;132;41;98;253;0;333;16;0;0;50;110
70;lesser_basilisk;27;male;Monster;36;811;215;918;47;114;125;45;102;253;1;333;0;0;0;60;100
71;selu_lizardman_warrior;27;male;Monster;36;811;215;918;47;114;125;45;102;253;1;333;16;0;0;50;110
72;lesser_poison_basilisk;28;male;Monster;36;856;226;972;51;112;143;49;106;253;1;333;0;0;0;60;100
73;ol_mahum_legion;28;male;Monster;36;884;226;972;51;116;134;49;106;253;0;333;2;0;0;50;110
74;androscorpio;29;male;Monster;36;932;236;1026;55;126;140;53;110;253;0;333;301;0;0;50;110
75;ant_larva;29;male;Monster;36;993;236;1026;55;121;135;53;110;253;0;333;0;0;0;40;60
76;ol_mahum_commander;29;male;Monster;36;903;236;1026;55;134;135;53;110;253;1;333;69;0;0;50;110
77;androscorpio_hunter;30;male;Monster;36;951;247;1080;59;144;140;58;114;253;0;333;301;0;0;50;110
78;whispering_wind;30;female;Monster;36;951;247;1080;59;131;155;58;114;253;0;333;0;0;0;50;110
79;ant;31;male;Monster;36;1001;258;1153;64;156;146;64;118;253;0;333;0;0;0;80;130
80;ant_captain;31;male;Monster;36;1001;258;1153;64;156;146;64;118;253;1;333;0;0;0;80;130
81;ant_overseer;32;male;Monster;36;1053;269;1228;69;168;151;69;123;253;0;333;0;0;0;80;130
82;ant_recruit;33;male;Monster;36;1109;413;1306;75;165;173;75;128;253;0;333;0;0;0;80;130
83;granitic_golem;33;male;Monster;36;1217;280;1306;75;165;157;75;128;253;0;333;0;0;0;23;23
84;ant_patrol;34;male;Monster;36;1161;291;1387;81;196;163;82;132;253;0;333;0;0;0;80;130
85;puncher;34;male;Monster;36;1161;291;1387;81;196;163;82;132;253;1;333;0;0;0;23;23
86;ant_guard;35;male;Monster;36;1256;302;1470;87;197;175;89;137;253;0;333;0;0;0;80;130
87;ant_soldier;35;male;Monster;36;1256;302;1470;87;197;175;89;137;253;1;333;0;0;0;80;130
88;ant_warrior_captain;36;male;Monster;36;1275;313;1555;94;226;175;96;142;253;1;333;0;0;0;80;130
89;noble_ant;37;male;Monster;36;1378;325;1642;101;228;187;104;147;253;0;333;0;0;0;80;80
90;noble_ant_leader;38;male;Monster;36;1396;336;1732;108;260;188;112;153;253;1;333;0;0;0;80;80
91;young_fox;1;male;Monster;36;65;30;29;2;4;41;3;32;253;0;333;0;0;0;50;110
92;monster_eye;10;male;Monster;36;531;81;588;20;22;63;8;49;253;0;333;0;0;0;90;90
93;orc_fighter;10;male;Monster;36;265;81;294;10;22;63;8;49;253;1;333;0;0;0;45;110
94;orc_sniper;10;male;Monster;500;257;81;294;10;55;61;8;49;227;0;333;14;0;0;50;110
95;vampire_bat;10;male;Monster;36;531;81;588;20;22;63;8;49;253;0;333;0;0;0;60;80
96;orc_fighter_sub_leader;11;male;Monster;36;292;87;323;12;25;70;9;52;253;0;333;2;0;0;45;110
97;sucker;11;male;Monster;36;584;87;646;24;27;64;9;52;253;0;333;0;0;0;60;80
98;orc_fighter_leader;12;male;Monster;36;314;93;352;13;30;66;10;54;253;1;333;2;0;0;45;110
99;skeleton;12;male;Monster;36;629;93;705;26;30;66;10;54;253;1;333;946;945;0;60;140
100;skeleton_archer;13;male;Monster;500;676;99;763;30;74;70;11;56;227;1;333;14;0;0;92;140
101;crasher;14;male;Monster;36;363;106;411;16;33;80;12;59;253;0;333;0;0;0;23;23
102;skeleton_sniper;14;male;Monster;500;726;106;823;32;81;73;12;59;227;0;333;14;0;0;92;140
103;giant_spider;15;male;Monster;36;389;112;441;18;39;76;14;62;253;1;333;0;0;0;72;130
104;skeleton_pointer;15;male;Monster;36;778;112;882;36;36;84;14;62;253;0;333;946;945;0;60;140
105;dark_horror;16;male;Monster;36;416;118;471;19;44;79;15;64;253;1;333;0;0;0;100;100
106;poker;16;male;Monster;36;416;118;471;19;44;79;15;64;253;0;333;0;0;0;72;130
107;wererat;16;male;Monster;36;860;118;942;38;41;82;15;64;253;0;333;0;0;0;80;120
108;blader;17;male;Monster;36;445;125;499;21;48;83;17;67;253;1;333;0;0;0;72;130
109;salamander;17;male;Monster;36;919;125;999;42;45;86;17;67;253;0;333;0;0;0;64;96
110;undine;17;female;Monster;36;919;125;999;42;45;86;17;67;253;1;333;0;0;0;60;60
111;wererat_sub_leader;17;male;Monster;36;890;125;999;42;43;91;17;67;253;1;333;1;0;0;50;110
112;salamander_ribe;18;male;Monster;36;950;131;1056;46;52;87;19;70;253;0;333;0;0;0;50;110
113;undine_ribe;18;male;Monster;36;950;131;1056;46;47;95;19;70;253;1;333;0;0;0;50;110
114;salamander_ybar;19;male;Monster;36;1013;137;1119;50;58;90;21;73;253;0;333;0;0;0;50;110
115;undine_ybar;19;male;Monster;36;1013;137;1119;50;58;90;21;73;253;1;333;0;0;0;50;110
116;fox;2;female;Monster;36;78;35;58;2;9;43;3;34;253;0;333;0;0;0;50;110
117;dre_vanul;20;male;Monster;36;1079;144;1176;52;62;94;23;76;253;1;333;0;0;0;80;80
118;dre_vanul_scouter;21;male;Monster;36;1148;154;1261;58;68;98;25;80;253;1;333;0;0;0;80;80
119;elder_fox;3;male;Monster;36;91;41;88;2;12;44;3;35;253;0;333;0;0;0;50;110
120;wolf;4;male;Monster;36;111;47;117;3;12;47;4;37;253;0;333;0;0;0;24;110
121;giant_toad;5;male;Monster;36;130;52;147;4;13;50;4;39;253;0;333;0;0;0;50;100
122;_aracne;50;female;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
123;_bloody_pixy;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
124;_dark_pan;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
125;_pan;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
126;_pixy;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
127;_red_aracne;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
128;_ti_mi_riran;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
129;_ti_mi_tran;50;male;Npc;36;2360;1000;1;1;1;1;1;1;253;0;333;0;0;0;0;0
130;orc;6;male;Monster;36;152;58;176;5;14;52;5;41;253;0;333;156;0;0;45;110
131;orc_grunt;7;male;Monster;36;176;64;205;7;17;55;6;43;253;0;333;4;0;0;45;110
132;werewolf;9;male;Monster;36;233;75;264;9;21;60;7;47;253;0;333;0;0;0;31;120
133;bugbear;21;male;Monster;36;592;154;630;29;64;101;25;80;253;1;333;4;0;0;50;110
134;cave_maiden;59;male;Monster;36;2962;755;4177;357;902;359;453;291;253;1;333;68;0;0;50;110
135;crocodile;25;male;Monster;36;726;194;818;41;97;116;37;94;253;1;333;0;0;0;50;110
136;death_knight;50;male;Monster;36;4476;561;6000;452;560;278;264;226;253;1;333;75;0;0;27;110
137;drake;57;male;Monster;36;2798;711;3898;324;816;340;405;276;253;1;333;0;0;0;50;110
138;gargoyle;27;male;Monster;36;838;215;918;47;107;129;45;102;253;1;333;0;0;0;50;110
139;giant_bee;16;male;Monster;36;430;118;471;19;41;82;15;64;253;0;333;0;0;0;50;110
140;giant_leech;24;male;Monster;36;708;184;771;38;84;115;34;90;253;1;333;0;0;0;50;110
141;giant_wild_hog;47;male;Monster;36;2075;499;2650;190;440;262;216;206;253;1;333;0;0;0;50;110
142;griffin;20;male;Monster;36;557;144;588;26;58;97;23;76;253;0;333;0;0;0;50;110
143;grizzly;12;male;Monster;36;325;93;352;13;27;69;10;54;253;1;333;0;0;0;40;110
144;hanged_man_ripper;35;male;Monster;36;1256;302;1470;87;197;175;89;137;253;1;333;0;0;0;55;55
145;harpy;32;female;Monster;36;1087;269;1228;69;158;156;69;123;253;1;333;0;0;0;60;100
146;headless_knight;50;male;Monster;36;2238;561;3000;226;508;306;264;226;253;1;333;124;0;0;70;110
147;hobgoblin;21;male;Monster;36;592;154;630;29;64;101;25;80;253;0;333;4;0;0;45;110
148;hungry_spirit;40;male;Monster;36;1522;359;1920;124;298;201;131;164;253;1;333;0;0;0;50;110
149;iron_golem;38;male;Monster;36;1396;336;1732;108;237;207;112;153;253;1;333;0;0;0;50;110
150;king_bugbear;32;male;Monster;36;1053;269;1228;69;168;151;69;123;253;1;333;88;0;0;50;110
151;kobold;4;male;Monster;36;111;47;117;3;12;47;4;37;253;0;333;4;0;0;50;110
152;lizardman;19;male;Monster;36;523;137;559;25;54;93;21;73;253;0;333;291;0;0;50;110
153;magical_weaver;11;male;Monster;36;292;87;323;12;27;64;9;52;253;0;333;0;0;0;90;90
154;manadragora;21;male;Monster;36;592;154;630;29;64;101;25;80;253;0;333;0;0;0;80;80
155;mandragora_a;23;male;Monster;36;647;174;724;35;81;107;31;87;253;1;333;0;0;0;80;120
156;mandragora_b;25;male;Monster;36;726;194;818;41;97;116;37;94;253;1;333;0;0;0;80;120
157;marsh_stakato;29;male;Monster;36;903;236;1026;55;134;135;53;110;253;1;333;0;0;0;21;120
158;medusa;34;male;Monster;36;1198;291;1387;81;184;168;82;132;253;1;333;0;0;0;50;110
159;minotaur;43;male;Monster;36;1724;418;2218;150;365;223;163;181;253;1;333;300;0;0;50;110
160;neer_crawler;28;male;Monster;36;856;226;972;51;123;130;49;106;253;1;333;0;0;0;50;90
161;oel_mahum;53;male;Monster;36;2554;624;3370;265;621;313;319;247;253;1;333;0;0;0;50;110
162;ogre;41;male;Monster;36;1588;379;2017;132;374;208;141;169;217;1;333;98;0;0;50;110
163;ol_mahum;23;male;Monster;36;647;174;724;35;81;107;31;87;253;0;333;2;0;0;50;110
164;ol_mahum_archer;25;male;Monster;500;726;194;818;41;216;116;37;94;227;1;333;14;0;0;50;110
165;ol_mahum_champion;29;male;Monster;36;903;236;1026;55;134;135;53;110;253;1;333;69;0;0;50;110
166;succubus;32;female;Monster;36;1087;269;1228;69;158;156;69;123;253;1;333;0;0;0;50;110
167;serpent_slave;40;male;Monster;36;1572;359;1920;124;281;208;131;164;253;1;333;73;0;0;50;110
168;silenos;30;male;Monster;36;982;247;1080;59;135;145;58;114;253;0;333;88;0;0;70;110
169;skeleton_royal_guard;26;male;Monster;36;768;205;872;44;122;120;41;98;217;1;333;946;945;0;50;110
170;spartoi;15;male;Monster;36;389;112;441;18;39;76;14;62;253;1;333;946;945;0;50;110
171;specter;26;male;Monster;36;793;205;872;44;99;124;41;98;253;1;333;0;0;0;100;100
172;sylph;10;female;Monster;36;257;81;294;10;24;61;8;49;253;0;333;0;0;0;50;110
173;troll;33;male;Monster;36;1106;280;1306;75;181;157;75;128;253;1;333;0;0;0;50;110
174;twin_headed_giant;35;male;Monster;36;1217;302;1470;87;191;186;89;137;253;1;333;4;0;0;50;110
175;walking_fungus;8;male;Monster;36;203;69;234;8;18;57;6;45;253;0;333;0;0;0;50;110
176;wyrm;35;male;Monster;36;1217;302;1470;87;211;169;89;137;253;1;333;0;0;0;70;70
177;zombie;6;male;Monster;36;152;58;176;5;14;52;5;41;253;0;333;0;0;0;50;110
178;_skeleton_knight;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;150;0;0;0;0
179;_lichking_nassen;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
180;_greater_stone_golem;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
181;_grace_unicorn;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
182;_grace_dryad;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
183;_hellfire_salamander;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
184;_clearwind_sylph;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
185;_maelstrom_undine;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
186;_greater_dre_vanul;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
187;_voiceless_knight;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;0;0
188;_stopper;1;male;Npc;36;1;1;1;1;1;1;1;1;253;0;333;0;0;0;72;130
189;crystal_puma;15;male;Monster;36;389;112;441;18;39;76;14;62;253;0;333;0;0;0;50;110
190;skeleton_rapid_shooter;29;male;Monster;500;903;236;1026;55;298;135;53;110;227;1;333;14;0;0;92;140
191;skeleton_raider;30;male;Monster;36;954;365;1080;59;144;140;58;114;253;1;333;0;0;0;60;140
192;tyrant;35;male;Monster;36;1217;302;1470;87;211;169;89;137;253;0;333;0;0;0;70;110
193;tyrant_kingpin;36;male;Monster;36;1275;313;1555;94;226;175;96;142;253;1;333;0;0;0;70;110
194;queen_undine;50;female;Monster;36;2238;561;3000;226;560;278;264;226;253;1;333;0;0;0;50;110
195;_pixy_murika;50;male;Npc;36;2360;0;3000;0;0;0;0;0;253;0;333;0;0;0;50;110
196;_bri_mec_tran;50;male;Npc;36;2360;0;3000;0;0;0;0;0;253;0;333;0;0;0;12;12
197;lemures;27;male;Monster;36;811;215;918;47;103;125;45;102;253;0;333;0;0;0;60;60
198;neer_crawler_frak;29;male;Monster;36;903;236;1026;55;134;135;53;110;253;1;333;0;0;0;50;90
199;amber_basilisk;30;male;Monster;36;1047;247;1080;59;131;140;58;114;253;0;333;0;0;0;60;100
200;strain;31;male;Monster;36;1001;258;1153;64;156;146;64;118;253;0;333;0;0;0;15;120
201;ghoul;32;male;Monster;36;1053;269;1228;69;168;151;69;123;253;1;333;0;0;0;15;15
202;dead_seeker;34;male;Monster;36;1161;291;1387;81;178;163;82;132;253;0;333;0;0;0;60;80
203;dion_grizzly;20;male;Monster;36;1187;144;1176;52;57;94;23;76;253;0;333;0;0;0;40;110
204;bloody_bee;23;male;Monster;36;1294;174;1449;70;81;107;31;87;253;0;333;0;0;0;90;90
205;dire_wolf;24;male;Monster;36;1371;184;1543;76;89;111;34;90;253;1;333;0;0;0;24;110
206;kadif_werewolf;25;male;Monster;36;1452;194;1637;82;97;116;37;94;253;0;333;0;0;0;31;120
207;ol_mahum_guerilla;26;male;Monster;36;1536;205;1744;88;95;132;41;98;253;0;333;2;19;0;50;110
208;ol_mahum_raider;27;male;Monster;36;1785;215;1837;94;103;125;45;102;253;0;333;10;0;0;50;110
209;ol_mahum_sniper;28;male;Monster;500;1713;226;1944;102;275;130;49;106;227;0;333;275;0;0;50;110
210;ol_mahum_sergeant;29;male;Monster;36;1806;236;2052;110;121;149;53;110;253;0;333;68;19;0;50;110
211;ol_mahum_chief_leader;25;male;Monster;36;1908;365;818;41;144;140;58;114;253;1;333;0;0;0;50;110
212;turmak;34;male;Monster;36;2321;291;2774;162;196;163;82;132;253;1;333;69;19;0;50;110
213;porta;40;male;Monster;36;3349;359;3840;248;272;201;131;164;253;0;333;0;0;0;23;23
214;excuro;41;male;Monster;36;3176;379;4034;264;291;229;141;169;253;0;333;0;0;0;90;90
215;mordeo;42;male;Monster;36;3310;398;4233;282;342;215;152;175;253;0;333;0;0;0;30;120
216;ricenseo;43;male;Monster;36;3447;418;4437;300;332;223;163;181;253;0;333;0;0;0;90;90
217;krator;44;male;Monster;36;3587;438;4646;318;354;253;176;187;253;1;333;0;0;0;23;23
218;premo;45;male;Monster;36;3729;458;4860;338;414;238;188;193;253;0;333;0;0;0;55;110
219;validus;46;male;Monster;36;3874;478;5078;360;401;270;202;199;253;0;333;0;0;0;70;110
220;dicor;47;male;Monster;36;4021;499;5301;380;468;253;216;206;253;0;333;0;0;0;80;120
221;perum;48;male;Monster;36;4171;519;5529;404;452;288;231;212;253;0;333;0;0;0;20;20
222;torfe;49;male;Monster;36;4322;540;5762;426;528;270;247;219;253;1;333;0;0;0;70;110
223;mandragora_sprout;20;male;Monster;36;539;144;588;26;62;94;23;76;253;0;333;0;0;0;80;80
224;ol_mahum_ranger;22;male;Monster;500;671;164;677;32;151;102;28;83;227;0;333;13;0;0;50;110
225;mist_giant_leech;25;male;Monster;36;726;194;818;41;87;116;37;94;253;0;333;0;0;0;50;50
226;gray_ant;26;male;Monster;36;768;205;872;44;95;132;41;98;253;0;333;0;0;0;80;130
227;mist_horror_ripper;27;male;Monster;36;811;215;918;47;114;125;45;102;253;1;333;0;0;0;100;100
228;crimson_ant;28;male;Monster;36;856;226;972;51;123;130;49;106;253;0;333;0;0;0;80;130
229;weird_bee;30;male;Monster;36;1047;247;1080;59;131;140;58;114;253;1;333;0;0;0;90;90
230;marsh_stakato_worker;31;male;Monster;36;1001;258;1153;64;142;146;64;118;253;0;333;0;0;0;80;140
231;inpicio;32;male;Monster;36;1158;269;1228;69;153;151;69;123;253;0;333;0;0;0;50;100
232;marsh_stakato_soldier;33;male;Monster;36;1106;280;1306;75;165;173;75;128;253;0;333;0;0;0;80;155
233;marsh_spider;34;male;Monster;36;1161;291;1387;81;178;163;82;132;253;1;333;0;0;0;120;140
234;marsh_stakato_drone;35;male;Monster;36;1217;302;1470;87;211;169;89;137;253;1;333;0;0;0;80;155
235;shackle;45;male;Monster;36;2051;458;2430;169;376;238;188;193;253;1;333;0;0;0;15;120
236;cave_servant;46;male;Monster;36;2131;478;2539;180;401;245;202;199;253;0;333;79;945;0;60;140
237;cave_servant_archer;47;male;Monster;500;2011;499;2650;190;1042;253;216;206;227;0;333;14;0;0;92;140
238;cave_servant_warrior;48;male;Monster;36;2085;519;2764;202;498;261;231;212;253;0;333;77;0;0;60;140
239;cave_servant_captain;49;male;Monster;36;2161;540;2881;213;480;297;247;219;253;1;333;73;0;0;60;140
240;royal_cave_servant;51;male;Monster;36;2547;582;3121;238;539;286;281;232;253;1;333;946;945;0;80;120
241;hunter_gargoyle;52;male;Monster;36;2395;603;3244;251;626;295;300;239;253;0;333;0;0;0;100;100
242;dust_wind;53;male;Monster;36;2721;624;3370;265;601;304;319;247;253;0;333;0;0;0;50;110
243;thunder_wyrm;54;male;Monster;36;2554;646;3499;279;698;313;339;254;253;1;333;0;0;0;50;110
244;malruk_succubus;55;male;Monster;36;2635;667;3630;293;736;322;360;261;253;1;333;0;0;0;50;110
245;malruk_succubus_turen;56;male;Monster;36;2716;689;3763;309;776;331;382;269;253;0;333;0;0;0;50;110
246;cave_keeper;58;male;Monster;36;2880;733;4036;341;859;349;428;284;253;0;333;223;0;0;50;110
247;_bloody_queen;60;male;Npc;36;3000;0;0;0;0;0;0;0;253;0;333;0;0;0;0;0
248;turak_bugbear;31;male;Monster;36;1101;258;1153;64;142;146;64;118;253;0;333;88;0;0;55;130
249;turak_bugbear_warrior;33;male;Monster;36;1217;280;1306;75;165;157;75;128;253;1;333;73;0;0;55;130
250;glass_jaguar;27;male;Monster;36;811;215;918;47;114;125;45;102;253;0;333;0;0;0;30;120
251;delu_lizardman;28;male;Monster;36;856;226;972;51;112;143;49;106;253;0;333;1;19;0;43;130
252;delu_lizardman_scout;29;male;Monster;36;903;236;1026;55;134;135;53;110;253;0;333;123;0;0;43;130
253;delu_lizardman_warrior;30;male;Monster;36;1047;247;1080;59;131;140;58;114;253;1;333;16;0;0;52;130
254;skeleton_axeman;28;male;Monster;36;856;226;972;51;112;130;49;106;253;1;333;86;0;0;50;110
255;batur_orc;31;male;Monster;36;1001;258;1153;64;142;161;64;118;253;0;333;123;0;0;50;110
256;batur_orc_archer;32;male;Monster;500;1158;269;1228;69;341;151;69;123;227;0;333;13;0;0;50;110
257;batur_orc_warrior;33;male;Monster;36;1106;280;1306;75;181;157;75;128;253;1;333;123;19;0;50;110
258;batur_orc_shaman_a;34;male;Monster;36;1161;291;1387;81;178;179;82;132;253;0;333;0;0;0;50;110
259;batur_orc_overlord;35;male;Monster;36;1217;302;1470;87;211;169;89;137;253;1;333;79;0;0;50;110
260;orc_champion;14;male;Monster;36;399;106;411;16;33;73;12;59;253;1;333;2;0;0;50;110
261;orc_shaman;17;male;Monster;36;445;125;499;21;43;91;17;67;253;0;333;7;0;0;50;110
262;catseye_bandit;15;male;Monster;36;389;112;441;18;36;76;14;62;253;0;333;218;0;0;50;110
263;_ol_mahum_rookie;17;male;Npc;36;3000;0;0;0;0;0;0;0;253;0;333;0;0;0;0;0
