#mobId;itemId;min;max;sweep;chance
40;1869;1;1;0;12346
40;945;1;1;0;3571
40;102;1;1;0;1724
40;1881;1;1;0;1639
40;1880;1;1;0;1235
40;44;1;1;0;1205
40;2253;1;1;0;500
40;2175;1;1;1;250000
40;2140;1;1;1;62500
41;57;100;165;0;700000
41;1872;1;1;0;83333
41;1869;1;1;0;62500
41;1881;1;1;0;8333
41;1880;1;1;0;6250
41;2254;1;1;0;2500
41;1880;1;1;1;31250
41;2012;1;1;1;6667
42;57;100;165;0;700000
42;1831;1;1;0;33333
42;1872;1;1;0;16393
42;1869;1;1;0;12346
42;1881;1;1;0;1639
42;1880;1;1;0;1235
42;309;1;1;0;182
42;310;1;1;0;182
42;1062;1;1;1;52632
43;57;101;172;0;700000
43;1817;1;1;1;31827
43;908;1;1;0;1605
43;1897;1;1;0;37665
43;1868;1;1;0;63653
43;1371;1;1;0;16974
43;1060;1;1;0;48964
44;57;103;175;0;700000
44;1865;1;1;0;16129
44;1869;1;1;0;16129
44;1873;1;1;0;6667
44;1880;1;1;0;1613
44;309;1;1;0;192
44;310;1;1;0;192
44;1865;1;1;1;320000
44;2142;1;1;1;66667
45;57;101;172;0;700000
45;17;20;39;0;62500
45;1869;1;1;0;12658
45;1872;1;1;0;16949
45;1881;1;1;0;1695
45;1880;1;1;0;1266
45;217;1;1;0;189
45;218;1;1;0;189
45;1925;1;1;1;210000
45;1062;1;1;1;52632
46;57;101;172;0;700000
46;1868;1;1;0;41667
46;1897;1;1;0;25000
46;1871;1;1;0;21277
46;2142;1;1;0;4167
46;877;1;1;0;2128
46;845;1;1;0;1429
46;908;1;1;0;1075
46;2139;1;1;1;66667
46;735;1;1;1;27027
47;57;101;172;0;700000
47;1872;1;1;0;21277
47;1869;1;1;0;15873
47;1881;1;1;0;2128
47;1880;1;1;0;1587
47;31;1;1;0;1000
47;412;1;1;0;1000
47;24;1;1;0;625
47;390;1;1;0;625
47;1869;1;1;1;320000
47;38;1;1;1;10000
48;57;103;179;0;700000
48;1868;1;1;0;43478
48;1866;1;1;0;14706
48;736;1;1;0;10989
48;256;1;1;0;385
48;2144;1;1;1;66667
48;50;1;1;1;10000
49;57;103;179;0;700000
49;1867;1;1;0;14706
49;1870;1;1;0;10989
49;736;1;1;0;5556
49;1882;1;1;0;2439
49;1879;1;1;0;1818
49;735;1;1;0;909
49;256;1;1;0;385
49;1924;1;1;1;110000
49;1882;1;1;1;76923
50;57;108;188;0;700000
50;1868;1;1;0;34483
50;1866;1;1;0;11494
50;2174;1;1;0;7692
50;2011;1;1;0;3125
50;956;1;1;0;588
50;15;1;1;0;204
50;1866;1;1;1;220000
50;735;1;1;1;27778
51;57;103;179;0;700000
51;1341;20;39;0;43478
51;1864;1;1;0;26316
51;1866;1;1;0;9091
51;1878;1;1;0;5263
51;2013;1;1;0;2857
51;2139;1;1;0;2632
51;272;1;1;0;192
51;1925;1;1;1;220000
51;2254;1;1;1;13699
52;57;107;191;0;700000
52;1868;1;1;0;38462
52;1866;1;1;0;12658
52;2151;1;1;0;5263
52;2015;1;1;0;1695
52;219;1;1;0;114
52;955;1;1;0;77
52;1868;1;1;1;700000
52;1866;1;1;1;230000
53;57;107;191;0;700000
53;1930;1;1;0;23810
53;1865;1;1;0;12658
53;1869;1;1;0;12658
53;2176;1;1;0;6250
53;1873;1;1;0;5000
53;1062;1;1;0;2128
53;39;1;1;0;1515
54;57;107;191;0;700000
54;1930;1;1;0;23810
54;1872;1;1;0;20408
54;1869;1;1;0;15385
54;2177;1;1;0;4762
54;1881;1;1;0;2041
54;1880;1;1;0;1538
54;39;1;1;0;1515
54;51;1;1;0;1515
54;1880;1;1;1;35714
54;3032;1;1;1;14085
55;57;107;191;0;700000
55;1864;1;1;0;38462
55;1866;1;1;0;12658
55;1878;1;1;0;7692
55;2178;1;1;0;3030
55;2015;1;1;0;1695
55;219;1;1;0;114
55;2176;1;1;1;170000
55;1928;1;1;1;52632
56;57;191;343;0;700000
56;1864;2;2;1;560793
56;1105;1;1;0;2926
56;1930;1;1;0;86276
56;2257;1;1;0;10969
57;57;113;203;0;700000
57;1868;1;1;0;52632
57;1866;1;1;0;17857
57;1105;1;1;0;1282
57;1102;1;1;0;769
57;2258;1;1;0;667
57;2176;1;1;1;180000
57;2258;1;1;1;9091
58;57;113;203;0;700000
58;1865;1;1;0;13514
58;1869;1;1;0;13514
58;1873;1;1;0;5263
58;1062;1;1;0;2273
58;1880;1;1;0;1351
58;2255;1;1;0;333
58;16;1;1;0;244
58;1873;1;1;1;150000
58;1926;1;1;1;37037
59;57;113;203;0;700000
59;1864;1;1;0;40000
59;1866;1;1;0;13514
59;1878;1;1;0;8333
59;625;1;1;0;2273
59;1148;1;1;0;1587
59;1804;1;1;0;833
59;2177;1;1;1;120000
59;32;1;1;1;3704
60;57;113;203;0;700000
60;1831;1;1;0;43478
60;1872;1;1;0;21739
60;1869;1;1;0;16129
60;1881;1;1;0;2174
60;1880;1;1;0;1613
60;2014;1;1;0;833
60;87;1;1;0;59
60;155;1;1;0;59
60;177;1;1;0;59
60;1869;1;1;1;370000
60;1928;1;1;1;55556
61;57;119;210;0;700000
61;1930;1;1;0;26316
61;1865;1;1;0;16949
61;1869;1;1;0;16949
61;1873;1;1;0;6667
61;2151;1;1;0;4762
61;1880;1;1;0;1695
61;39;1;1;0;1667
61;51;1;1;0;1667
61;2151;1;1;1;110000
61;1804;1;1;1;15625
62;57;119;210;0;700000
62;1865;1;1;0;16949
62;1869;1;1;0;16949
62;1873;1;1;0;6667
62;2015;1;1;0;1887
62;1880;1;1;0;1695
62;2255;1;1;0;417
62;219;1;1;0;127
62;2257;1;1;1;10000
62;27;1;1;1;2128
63;57;122;225;0;700000
63;1341;20;39;0;76923
63;1864;1;1;0;45455
63;1866;1;1;0;14925
63;1878;1;1;0;9091
63;2016;1;1;0;1887
63;273;1;1;0;133
63;2176;1;1;1;200000
63;34;1;1;1;2703
64;57;122;225;0;700000
64;1865;1;1;0;14925
64;1869;1;1;0;14925
64;1929;1;1;0;10417
64;1927;1;1;0;6667
64;1873;1;1;0;5882
64;1880;1;1;0;1493
64;33;1;1;0;714
64;1804;1;1;0;588
64;27;1;1;0;435
64;955;1;1;0;59
64;1873;1;1;1;160000
64;32;1;1;1;41667
65;57;127;238;0;700000
65;1341;20;39;0;66667
65;1865;1;1;0;20408
65;1869;1;1;0;20408
65;1873;1;1;0;8333
65;2017;1;1;0;2273
65;1880;1;1;0;2041
65;123;1;1;0;83
65;2152;1;1;1;76923
65;2018;1;1;1;5882
66;57;132;248;0;700000
66;1865;1;1;0;26316
66;1869;1;1;0;26316
66;1873;1;1;0;10638
66;1880;1;1;0;2632
66;376;1;1;0;667
66;347;1;1;0;417
66;1865;1;1;1;430000
66;347;1;1;1;1042
67;57;127;238;0;700000
67;1864;1;1;0;41667
67;1866;1;1;0;13699
67;1899;1;1;0;13333
67;1878;1;1;0;8333
67;1661;1;1;0;4167
67;890;1;1;0;909
67;956;1;1;0;667
67;847;1;1;0;625
67;910;1;1;0;476
67;2180;1;1;1;32258
67;2020;1;1;1;7692
68;57;132;252;0;700000
68;1864;1;1;0;43478
68;1832;1;1;0;14286
68;1878;1;1;0;8333
68;1661;1;1;0;4348
68;2020;1;1;0;1250
68;314;1;1;0;36
68;101;1;1;0;36
68;312;1;1;0;36
68;313;1;1;0;36
68;2261;1;1;1;7143
68;391;1;1;1;1449
69;57;132;252;0;700000
69;1867;1;1;0;35714
69;1872;1;1;0;35714
69;1931;1;1;0;11765
69;1934;1;1;0;11765
69;1882;1;1;0;5882
69;1881;1;1;0;3571
69;40;1;1;0;833
69;604;1;1;0;833
69;1873;1;1;1;180000
69;1934;1;1;1;58824
70;57;137;264;0;700000
70;1867;1;1;0;30303
70;1872;1;1;0;30303
70;1931;1;1;0;12195
70;1934;1;1;0;12195
70;1882;1;1;0;5000
70;1881;1;1;0;3030
70;735;1;1;0;1887
70;40;1;1;0;909
70;604;1;1;0;909
70;1872;1;1;1;630000
70;2182;1;1;1;58824
71;57;137;264;0;700000
71;1867;1;1;0;35714
71;1872;1;1;0;35714
71;1882;1;1;0;5882
71;1881;1;1;0;3571
71;1875;1;1;0;1754
71;413;1;1;0;1000
71;391;1;1;0;588
71;2182;1;1;1;58824
71;2018;1;1;1;6250
72;57;143;280;0;700000
72;1867;1;1;0;26316
72;1872;1;1;0;26316
72;1932;1;1;0;20833
72;1882;1;1;0;4348
72;1881;1;1;0;2632
72;735;1;1;0;1639
72;626;1;1;0;1205
72;45;1;1;0;833
72;2262;1;1;0;303
72;3953;1;1;1;20000
72;2263;1;1;1;7692
73;57;143;280;0;700000
73;1865;1;1;0;21739
73;1869;1;1;0;21739
73;1873;1;1;0;9091
73;1881;1;1;0;2941
73;1880;1;1;0;2174
73;1875;1;1;0;1471
73;376;1;1;0;769
73;347;1;1;0;476
73;2263;1;1;0;345
73;1873;1;1;1;200000
73;2019;1;1;1;10753
74;57;148;293;0;700000
74;1868;1;1;0;52632
74;1871;1;1;0;27027
74;1884;1;1;0;16393
74;1829;1;1;0;10753
74;735;1;1;0;2222
74;315;1;1;0;128
74;1868;1;3;1;520000
74;2250;1;1;1;130000
75;57;148;293;0;700000
75;1868;1;1;0;50000
75;1866;1;1;0;16949
75;1884;1;1;0;15625
75;1900;1;1;0;11236
75;1881;1;1;0;3333
75;737;1;1;0;2564
75;1885;1;1;0;2128
75;1875;1;1;0;1695
75;879;1;1;0;714
75;848;1;1;0;476
75;911;1;1;0;357
75;1061;1;1;1;320000
75;348;1;1;1;769
76;57;154;305;0;700000
76;1865;1;1;0;27778
76;1869;1;1;0;27778
76;1873;1;1;0;11111
76;2203;1;1;0;6250
76;1880;1;1;0;2778
76;605;1;1;0;1282
76;1123;1;1;0;1282
76;2250;1;1;1;130000
76;1880;1;1;1;52632
77;57;154;308;0;700000
77;1868;1;1;0;55556
77;1871;1;1;0;27778
77;1884;1;1;0;17241
77;735;1;1;0;2326
77;2183;1;1;0;1852
77;414;1;1;0;714
77;392;1;1;0;435
77;1834;1;1;1;610000
77;1868;1;3;1;550000
78;57;154;308;0;700000
78;1865;1;1;0;27778
78;1869;1;1;0;27778
78;1873;1;1;0;11236
78;1933;1;1;0;6250
78;1936;1;1;0;4348
78;2184;1;1;0;2941
78;1880;1;1;0;2778
78;466;1;1;0;172
78;467;1;1;0;172
78;468;1;1;0;172
78;433;1;1;0;108
78;434;1;1;0;108
78;435;1;1;0;108
78;2024;1;1;1;7692
78;2023;1;1;1;6667
79;57;164;327;0;700000
79;1868;1;1;0;50000
79;1866;1;1;0;16667
79;1884;1;1;0;15385
79;1061;1;1;0;15152
79;1900;1;1;0;12500
79;737;1;1;0;2500
79;1885;1;1;0;2083
79;879;1;1;0;833
79;848;1;1;0;526
79;911;1;1;0;400
79;1866;1;1;1;390000
79;2266;1;1;1;5882
80;57;164;327;0;700000
80;1868;1;1;0;58824
80;1866;1;1;0;20000
80;1884;1;1;0;18182
80;737;1;1;0;2941
80;1885;1;1;0;2500
80;259;1;1;0;143
80;2021;1;1;1;7143
80;2268;1;1;1;5882
81;57;173;347;0;700000
81;1868;1;1;0;45455
81;1834;1;1;0;25000
81;1866;1;1;0;14925
81;1884;1;1;0;13889
81;1885;1;1;0;1887
81;414;1;1;0;769
81;956;1;1;0;769
81;392;1;1;0;476
81;955;1;1;0;91
81;1061;1;1;1;370000
81;1933;1;1;1;71429
82;57;193;386;0;700000
82;1868;1;1;0;76923
82;1866;1;1;0;25000
82;1884;1;1;0;23256
82;1885;1;1;0;3125
82;2030;1;1;0;2128
82;956;1;1;0;1266
82;316;1;1;0;37
82;317;1;1;0;37
82;1884;1;1;1;400000
82;2275;1;1;1;4762
83;57;184;368;0;700000
83;1865;1;1;0;35714
83;1869;1;1;0;35714
83;1873;1;1;0;14493
83;1880;1;1;0;3571
83;956;1;1;0;1205
83;59;1;1;0;116
83;378;1;1;0;116
83;379;1;1;0;116
83;58;1;1;0;83
83;349;1;1;0;83
83;351;1;1;0;71
83;2987;1;1;1;62500
83;2975;1;1;1;58824
84;57;194;387;0;700000
84;1868;1;1;0;76923
84;1866;1;1;0;25641
84;1884;1;1;0;23256
84;1885;1;1;0;3125
84;2190;1;1;0;2703
84;2030;1;1;0;2128
84;316;1;1;0;37
84;317;1;1;0;37
84;2978;1;1;1;90909
84;1885;1;1;1;58824
85;57;194;387;0;700000
85;1341;20;79;0;62500
85;1868;1;3;0;38462
85;1871;1;3;0;18868
85;1884;1;3;0;11628
85;1958;1;1;0;10753
85;1940;1;1;0;9091
85;1958;1;1;0;263
85;2447;1;1;0;238
85;63;1;1;0;238
85;553;1;1;0;238
85;2422;1;1;0;238
85;2423;1;1;0;238
85;2446;1;1;0;238
85;955;1;1;0;152
85;2278;1;1;1;5000
85;2422;1;1;1;2703
86;57;205;409;0;700000
86;1341;20;79;0;40000
86;1868;1;3;0;29412
86;1866;1;3;0;10000
86;1884;1;3;0;9091
86;2029;1;1;0;3448
86;737;1;1;0;2941
86;1885;1;3;0;1250
86;956;1;1;0;1000
86;278;1;1;0;59
86;1868;1;3;1;730000
86;469;1;1;1;1538
87;57;215;429;0;700000
87;1868;1;1;0;83333
87;1866;1;1;0;27778
87;1884;1;1;0;25641
87;1939;1;1;0;9091
87;1938;1;1;0;6667
87;737;1;1;0;4167
87;1885;1;1;0;3571
87;415;1;1;0;213
87;416;1;1;0;213
87;393;1;1;0;132
87;394;1;1;0;132
87;1940;1;1;1;110000
87;2191;1;1;1;100000
88;57;216;433;0;700000
88;1868;1;1;0;71429
88;1866;1;1;0;23810
88;1884;1;1;0;21739
88;1895;1;1;0;10101
88;737;1;1;0;3571
88;1885;1;1;0;2941
88;293;1;1;0;63
88;296;1;1;0;63
88;1895;1;1;1;220000
88;2149;1;1;1;55556
89;57;228;455;0;700000
89;1868;1;1;0;76923
89;1866;1;1;0;25000
89;1884;1;1;0;23256
89;1895;1;1;0;10753
89;1946;1;1;0;5263
89;1948;1;1;0;5263
89;2923;1;1;0;5263
89;2924;1;1;0;5263
89;2925;1;1;0;5263
89;2926;1;1;0;5263
89;2927;1;1;0;5263
89;2928;1;1;0;5263
89;1881;1;1;0;5000
89;737;1;1;0;3846
89;1885;1;1;0;3125
89;1875;1;1;0;2500
89;606;1;1;0;106
89;1124;1;1;0;106
89;2424;1;1;0;106
89;2425;1;1;0;106
89;2426;1;1;0;106
89;2448;1;1;0;106
89;2449;1;1;0;106
89;2450;1;1;0;106
89;1884;1;1;1;500000
89;2159;1;1;1;50000
90;57;240;479;0;700000
90;1868;1;1;0;83333
90;1866;1;1;0;27778
90;1884;1;1;0;25641
90;1903;1;1;0;18519
90;1895;1;1;0;12048
90;1902;1;1;0;11364
90;1904;1;1;0;10417
90;1885;1;1;0;3448
90;881;1;1;0;357
90;850;1;1;0;238
90;913;1;1;0;179
90;955;1;1;0;167
90;1868;1;3;1;850000
90;2197;1;1;1;17857
91;57;7;10;0;700000
91;1786;1;1;1;7837
91;1121;1;1;0;41986
91;1867;1;1;0;9470
91;1872;1;1;0;9470
91;1788;1;1;0;3135
92;57;147;199;0;700000
92;1864;1;1;0;52632
92;875;1;1;0;40000
92;113;1;1;0;26316
92;906;1;1;0;20000
92;1866;1;1;0;17857
92;1666;1;1;0;9091
92;1866;1;1;1;270000
92;1666;1;1;1;140000
93;57;79;107;0;700000
93;1060;1;1;0;24390
93;1802;1;1;0;23256
93;1867;1;1;0;14493
93;1870;1;1;0;10870
93;2005;1;1;0;6250
93;3;1;1;0;1389
93;1867;1;1;1;290000
93;2007;1;1;1;15873
94;57;79;107;0;700000
94;1864;1;1;0;28571
94;1866;1;1;0;10000
94;2007;1;1;0;6250
94;1789;1;1;0;2703
94;14;1;1;0;1389
94;1795;1;1;1;830000
94;1791;1;1;1;40000
95;57;147;199;0;700000
95;1833;1;1;0;52632
95;1867;1;1;0;27027
95;1872;1;1;0;27027
95;463;1;1;0;10638
95;1103;1;1;0;10638
95;428;1;1;0;6667
95;1100;1;1;0;6667
95;1790;1;1;0;3704
95;1864;1;1;1;820000
95;2006;1;1;1;29412
96;57;90;121;0;700000
96;1921;1;1;0;41667
96;1867;1;1;0;32258
96;1870;1;1;0;24390
96;37;1;1;0;5000
96;49;1;1;0;5000
96;1799;1;1;1;370000
96;1921;1;1;1;160000
97;57;167;225;0;700000
97;1864;1;1;0;62500
97;1866;1;1;0;20408
97;30;1;1;0;5000
97;2386;1;1;0;5000
97;23;1;1;0;3030
97;1793;1;1;0;2222
97;1864;1;1;1;930000
97;1793;1;1;1;34483
98;57;94;130;0;700000
98;1060;1;1;0;29412
98;1867;1;1;0;17544
98;1870;1;1;0;13158
98;2010;1;1;0;2703
98;1792;1;1;0;1000
98;66;1;1;0;256
98;1333;1;1;0;256
98;1867;1;1;1;350000
98;736;1;1;1;130000
99;57;171;236;0;700000
99;1872;1;5;0;110000
99;1869;1;5;0;76923
99;2009;1;1;1;34483
100;57;179;246;0;700000
100;17;20;79;0;83333
100;1864;1;3;0;32258
100;1866;1;3;0;10870
100;271;1;1;0;1449
100;1833;1;3;1;666667
100;1866;1;1;1;333333
101;57;94;139;0;700000
101;1831;1;1;0;47619
101;1896;1;1;0;32258
101;1872;1;1;0;24390
101;1869;1;1;0;18182
101;876;1;1;0;3704
101;114;1;1;0;2500
101;115;1;1;0;2500
101;907;1;1;0;1852
101;20;1;1;1;40000
102;57;175;259;0;700000
102;17;20;39;0;130000
102;1864;1;1;0;50000
102;1866;1;1;0;16949
102;1661;1;1;0;5000
102;271;1;1;0;1493
102;1866;1;1;1;340000
102;736;1;1;1;260000
103;57;96;146;0;700000
103;1868;1;1;0;55556
103;1921;1;1;0;47619
103;1866;1;1;0;18868
103;37;1;1;0;5556
103;49;1;1;0;5556
103;1871;1;1;1;290000
103;1803;1;1;1;240000
104;57;179;272;0;700000
104;1872;1;1;0;71429
104;1869;1;1;0;52632
104;271;1;1;0;1563
104;1869;1;1;1;530000
105;57;97;151;0;700000
105;1865;1;1;0;14493
105;1869;1;1;0;14493
105;1873;1;1;0;5882
105;2141;1;1;0;2857
105;2011;1;1;0;2632
105;15;1;1;0;169
105;1801;1;1;1;150000
105;1062;1;1;1;50000
106;57;97;151;0;700000
106;1868;1;1;0;38462
106;1897;1;1;0;22727
106;1866;1;1;0;12821
106;2150;1;1;0;9091
106;877;1;1;0;1961
106;845;1;1;0;1299
106;908;1;1;0;1000
106;1868;1;1;1;590000
106;1801;1;1;1;150000
107;57;180;281;0;700000
107;1872;1;1;0;47619
107;1869;1;1;0;35714
107;2252;1;1;0;1471
107;217;1;1;0;313
107;218;1;1;0;313
107;1869;1;1;1;550000
107;1062;1;1;1;90909
108;57;99;159;0;700000
108;1925;1;1;0;52632
108;1060;1;1;0;43478
108;1868;1;1;0;40000
108;1866;1;1;0;13333
108;38;1;1;0;2381
108;50;1;1;0;2381
108;1868;1;1;1;610000
108;2254;1;1;0;12500
109;57;184;296;0;700000
109;1865;1;3;0;71429
109;1869;1;3;0;71429
109;1873;1;3;0;27778
109;2254;1;1;0;5882
109;735;1;1;1;47619
109;31;1;1;1;9091
110;57;184;296;0;700000
